Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
Transfer,2,3,-5.64,1148.85,On Hold,0,3,Apparel,Seville,Spain,James,1657,Taylor,Corporate,Seville State,401 Pine St,79501,30,Fashion,28.7739,-156.054,Europe,Madrid,Spain,1657,175.54,0.2,175.54,-0.008,5,702.16,702.16,-5.64,Northern Europe,Madrid Province,Complete,Winter Coat,175.54,Second Class
Debit,2,1,55.17,6930.17,Delivered,0,10,Garden & Tools,Glasgow,United Kingdom,Dorothy,1114,Taylor,Home Office,Glasgow State,901 Pine St,25095,100,Hardware,0.8831,-144.3982,Europe,Zaragoza,Spain,1114,154.22,0.1,220.32,0.0397,7,1388.02,1388.02,55.17,Southern Europe,Zaragoza Province,Complete,Pressure Washer,220.32,Same Day
Transfer,7,3,146.1,5525.07,Delivered,1,2,Technology,São Paulo,Brazil,Christopher,1458,Allen,Corporate,São Paulo State,560 Cedar St,21157,20,Electronics,-20.3902,84.4208,LATAM,Monterrey,Mexico,1458,0.0,0.0,86.49,0.1877,9,778.41,778.41,146.1,South America,Monterrey Province,Pending,USB-C Hub,86.49,Second Class
Debit,8,5,-25.14,4610.26,On Hold,1,5,Home & Kitchen,Berlin,Germany,Betty,1751,Johnson,Consumer,Berlin State,520 Main St,33474,50,Home,-10.2577,60.9295,Europe,Nice,France,1751,39.02,0.3,65.04,-0.2761,2,91.06,91.06,-25.14,Northern Europe,Nice Province,Complete,Blender Pro,65.04,Standard Class
Debit,2,2,-56.82,6847.9,Shipped,0,3,Apparel,Valencia,Spain,William,1652,Green,Corporate,Valencia State,24 Main St,89144,30,Fashion,-37.3002,31.2018,Europe,Naples,Italy,1652,147.75,0.3,98.5,-0.1648,5,344.75,344.75,-56.82,Western Europe,Naples Province,Complete,Men's Jacket,98.5,First Class
Debit,4,5,19.75,1065.52,Delivered,0,8,Books,Guangzhou,China,Matthew,1311,Jones,Corporate,Guangzhou State,82 Oak St,60209,80,Media,-48.387,104.0253,Pacific Asia,Daejeon,South Korea,1311,7.1,0.05,35.51,0.1463,4,134.94,134.94,19.75,East Asia,Daejeon Province,Complete,Python Programming,35.51,Standard Class
Credit,2,1,574.11,5676.76,Delivered,0,1,Furniture,Fortaleza,Brazil,Anthony,1377,Brown,Corporate,Fortaleza State,898 Cedar St,55071,10,Office Supplies,54.1262,-80.1935,LATAM,La Serena,Chile,1377,564.7,0.1,564.7,0.113,10,5082.3,5082.3,574.11,South America,La Serena Province,Complete,Standing Desk,564.7,Same Day
Debit,3,2,-29.33,1421.17,On Hold,0,3,Apparel,London,United Kingdom,Donald,1033,Davis,Corporate,London State,301 Oak St,67433,30,Fashion,48.3868,69.2036,Europe,Valencia,Spain,1033,58.01,0.3,64.45,-0.2167,3,135.34,135.34,-29.33,Southern Europe,Valencia Province,Closed,Casual Sneakers,64.45,First Class
Transfer,2,2,30.88,2706.93,Delivered,0,10,Garden & Tools,Kisumu,Kenya,John,1627,Flores,Consumer,Kisumu State,740 Cedar St,20295,100,Hardware,66.5786,86.9526,Africa,Cape Town,South Africa,1627,0.0,0.0,45.44,0.2265,3,136.32,136.32,30.88,West Africa,Cape Town Province,Complete,Garden Hose 50ft,45.44,First Class
Debit,1,1,23.31,3541.96,Delivered,0,9,Toys & Games,Hyderabad,India,Christopher,1183,Johnson,Home Office,Hyderabad State,167 Elm St,58623,90,Toys,-11.6383,89.4487,Pacific Asia,Seoul,South Korea,1183,0.0,0.0,27.75,0.28,3,83.25,83.25,23.31,Oceania,Seoul Province,Complete,Puzzle 1000pc,27.75,Same Day
Transfer,2,2,264.61,7094.26,Shipped,0,3,Apparel,Cairo,Egypt,Karen,1053,Davis,Consumer,Cairo State,477 Oak St,70901,30,Fashion,26.7851,165.8834,Africa,Cape Town,South Africa,1053,0.0,0.0,107.2,0.3086,8,857.6,857.6,264.61,South Africa,Cape Town Province,Complete,Women's Blazer,107.2,First Class
Debit,5,1,-263.24,2046.77,Delivered,1,2,Technology,New York,United States,Richard,1424,White,Consumer,New York State,580 Cedar St,10022,20,Electronics,47.3681,99.2063,USCA,Calgary,Canada,1424,520.37,0.2,371.69,-0.1265,7,2081.46,2081.46,-263.24,North America,Calgary Province,Pending,Monitor 27in,371.69,Same Day
Debit,2,1,-7.42,2802.68,Shipped,0,4,Sporting Goods,Cologne,Germany,Charles,1403,Young,Corporate,Cologne State,181 Main St,15992,40,Sports,-21.2337,-71.1186,Europe,Valencia,Spain,1403,13.21,0.25,52.85,-0.1873,1,39.64,39.64,-7.42,Western Europe,Valencia Province,Complete,Bicycle Helmet,52.85,Same Day
Debit,1,1,-28.35,652.01,Shipped,0,9,Toys & Games,La Plata,Argentina,Sarah,1417,Hill,Home Office,La Plata State,704 Elm St,33758,90,Toys,19.472,94.9159,LATAM,Rosario,Argentina,1417,58.39,0.2,97.32,-0.1214,3,233.57,233.57,-28.35,Central America,Rosario Province,Complete,Educational Tablet,97.32,Same Day
Debit,3,3,114.26,2212.4,Delivered,0,5,Home & Kitchen,Brasília,Brazil,Barbara,1001,Davis,Consumer,Brasília State,764 Main St,98696,50,Home,36.2868,15.4246,LATAM,Concepción,Chile,1001,38.77,0.05,86.16,0.1551,9,736.67,736.67,114.26,Central America,Concepción Province,On Hold,Coffee Maker,86.16,Second Class
Credit,1,1,-121.89,1029.74,Delivered,0,1,Furniture,Palermo,Italy,Dorothy,1489,Moore,Corporate,Palermo State,193 Pine St,83281,10,Office Supplies,12.1385,-83.7156,Europe,Marseille,France,1489,615.21,0.15,820.28,-0.035,5,3486.19,3486.19,-121.89,Southern Europe,Marseille Province,Complete,Conference Table,820.28,Same Day
Debit,2,1,8.85,1093.27,Delivered,0,6,Health & Beauty,Cali,Colombia,Matthew,1187,Williams,Home Office,Cali State,565 Pine St,49315,60,Health,50.6771,72.0151,LATAM,Brasília,Brazil,1187,9.81,0.15,65.41,0.1591,1,55.6,55.6,8.85,South America,Brasília Province,Complete,Electric Toothbrush,65.41,Same Day
Debit,1,2,26.39,2753.85,Delivered,0,9,Toys & Games,Phoenix,United States,Barbara,1609,Scott,Corporate,Phoenix State,208 Main St,25493,90,Toys,-56.8817,42.6567,USCA,Los Angeles,United States,1609,0.0,0.0,44.45,0.2968,2,88.9,88.9,26.39,North America,Los Angeles Province,Complete,Board Game Premium,44.45,First Class
Debit,3,3,-28.87,3195.53,Shipped,0,9,Toys & Games,Durban,South Africa,Richard,1433,Anderson,Corporate,Durban State,473 Oak St,28111,90,Toys,-6.3431,68.0049,Africa,Port Harcourt,Nigeria,1433,53.89,0.3,89.82,-0.2296,2,125.75,125.75,-28.87,West Africa,Port Harcourt Province,Pending,Educational Tablet,89.82,Second Class
Transfer,4,2,56.46,6013.55,Delivered,1,7,Automotive,Sydney,Australia,Matthew,1352,Scott,Corporate,Sydney State,980 Cedar St,83873,70,Auto Parts,-41.5267,152.4453,Pacific Asia,Mumbai,India,1352,0.0,0.0,26.98,0.299,7,188.86,188.86,56.46,Oceania,Mumbai Province,Closed,Car Phone Mount,26.98,First Class
Transfer,4,3,77.01,1051.25,Shipped,1,5,Home & Kitchen,Montreal,Canada,Mark,1042,Hill,Consumer,Montreal State,238 Main St,96511,50,Home,-34.8931,-58.3909,USCA,Chicago,United States,1042,0.0,0.0,69.94,0.2202,5,349.7,349.7,77.01,North America,Chicago Province,Complete,Blender Pro,69.94,Second Class
Debit,3,2,32.81,4408.32,Delivered,1,6,Health & Beauty,Los Angeles,United States,Michael,1159,Jones,Consumer,Los Angeles State,312 Main St,76543,60,Health,40.2137,113.9407,USCA,Houston,United States,1159,0.0,0.0,43.77,0.3748,2,87.54,87.54,32.81,North America,Houston Province,Complete,Face Serum,43.77,First Class
Credit,3,2,82.04,4183.67,Shipped,0,6,Health & Beauty,Zaragoza,Spain,Mark,1484,Smith,Home Office,Zaragoza State,674 Elm St,78425,60,Health,-5.3111,127.4403,Europe,Manchester,United Kingdom,1484,43.2,0.1,43.2,0.211,10,388.8,388.8,82.04,Southern Europe,Manchester Province,On Hold,Face Serum,43.2,First Class
Transfer,2,1,73.04,6585.99,Delivered,1,8,Books,Nagoya,Japan,David,1622,Miller,Corporate,Nagoya State,293 Cedar St,51831,80,Media,40.4623,58.1822,Pacific Asia,Brisbane,Australia,1622,0.0,0.0,38.96,0.1875,10,389.6,389.6,73.04,South Asia,Brisbane Province,Complete,Python Programming,38.96,Same Day
Debit,2,1,-381.83,6484.1,Delivered,0,10,Garden & Tools,Perth,Australia,Richard,1632,Young,Corporate,Perth State,254 Cedar St,41941,100,Hardware,11.2334,161.1232,Pacific Asia,Sydney,Australia,1632,512.81,0.3,189.93,-0.3191,9,1196.56,1196.56,-381.83,Oceania,Sydney Province,Complete,Pressure Washer,189.93,Same Day
Transfer,6,5,37.26,7988.58,Delivered,0,1,Furniture,New York,United States,Patricia,1486,Allen,Home Office,New York State,428 Pine St,34775,10,Office Supplies,-59.289,82.8395,USCA,Toronto,Canada,1486,155.03,0.15,147.65,0.0424,7,878.52,878.52,37.26,North America,Toronto Province,Closed,Filing Cabinet,147.65,Standard Class
Credit,4,5,18.36,542.78,Shipped,0,4,Sporting Goods,Chengdu,China,Anthony,1419,Torres,Home Office,Chengdu State,751 Cedar St,39358,40,Sports,67.1264,57.7471,Pacific Asia,Shanghai,China,1419,0.0,0.0,60.98,0.3011,1,60.98,60.98,18.36,East Asia,Shanghai Province,Closed,Bicycle Helmet,60.98,Standard Class
Transfer,4,3,-58.66,897.22,Delivered,0,1,Furniture,Cartagena,Colombia,Sandra,1671,Anderson,Consumer,Cartagena State,871 Elm St,48005,10,Office Supplies,24.213,-109.9498,LATAM,Mendoza,Argentina,1671,715.28,0.15,953.71,-0.0145,5,4053.27,4053.27,-58.66,South America,Mendoza Province,Complete,Conference Table,953.71,Second Class
Credit,3,2,48.3,752.67,Delivered,0,2,Technology,Calgary,Canada,Dorothy,1697,Hill,Home Office,Calgary State,851 Main St,69302,20,Electronics,4.3871,-141.7489,USCA,Ottawa,Canada,1697,0.0,0.0,141.43,0.1708,2,282.86,282.86,48.3,North America,Ottawa Province,Complete,Mechanical Keyboard,141.43,First Class
Debit,6,5,7.94,6009.0,Processing,0,6,Health & Beauty,Los Angeles,United States,Donald,1308,King,Corporate,Los Angeles State,172 Pine St,22234,60,Health,25.0964,-84.8676,USCA,Calgary,Canada,1308,1.21,0.05,24.23,0.345,1,23.02,23.02,7.94,North America,Calgary Province,Closed,Vitamin C 1000mg,24.23,Standard Class
Transfer,6,2,40.56,2969.11,On Hold,1,5,Home & Kitchen,Rosario,Argentina,Charles,1469,Smith,Home Office,Rosario State,254 Cedar St,99674,50,Home,-38.4403,4.8065,LATAM,Brasília,Brazil,1469,16.69,0.05,111.29,0.1279,3,317.18,317.18,40.56,South America,Brasília Province,Complete,Air Fryer,111.29,First Class
Credit,2,1,-46.02,3690.82,Delivered,0,9,Toys & Games,Brisbane,Australia,Susan,1740,Garcia,Home Office,Brisbane State,809 Cedar St,41696,90,Toys,5.6382,-146.7654,Pacific Asia,Sydney,Australia,1740,64.51,0.3,53.76,-0.3057,4,150.53,150.53,-46.02,East Asia,Sydney Province,On Hold,LEGO City Set,53.76,Same Day
Credit,4,3,30.6,7526.99,Delivered,0,8,Books,Daegu,South Korea,Patricia,1091,Wright,Corporate,Daegu State,843 Cedar St,14809,80,Media,-0.8726,-63.0642,Pacific Asia,Osaka,Japan,1091,12.48,0.05,41.6,0.129,6,237.12,237.12,30.6,South Asia,Osaka Province,On Hold,Data Science Handbook,41.6,Second Class
Transfer,5,5,-44.7,6226.16,Shipped,0,2,Technology,Vancouver,Canada,Linda,1684,Allen,Home Office,Vancouver State,48 Cedar St,33593,20,Electronics,33.2358,38.0969,USCA,Phoenix,United States,1684,108.66,0.15,72.44,-0.0726,10,615.74,615.74,-44.7,North America,Phoenix Province,Complete,USB-C Hub,72.44,Standard Class
Transfer,6,5,23.77,4376.11,Delivered,0,9,Toys & Games,Cape Town,South Africa,Thomas,1107,King,Corporate,Cape Town State,480 Pine St,97404,90,Toys,-58.7783,103.5752,Africa,Tamale,Ghana,1107,6.08,0.05,60.84,0.2057,2,115.6,115.6,23.77,East Africa,Tamale Province,Complete,LEGO City Set,60.84,Standard Class
Credit,1,1,14.36,4783.04,Shipped,0,8,Books,Nairobi,Kenya,Charles,1258,Flores,Home Office,Nairobi State,700 Elm St,33496,80,Media,-46.0879,-137.2533,Africa,Durban,South Africa,1258,26.21,0.1,32.76,0.0609,8,235.87,235.87,14.36,East Africa,Durban Province,Complete,Python Programming,32.76,Same Day
Debit,1,1,-90.24,7811.47,Processing,0,1,Furniture,Toulouse,France,Richard,1008,Wilson,Home Office,Toulouse State,714 Cedar St,38785,10,Office Supplies,28.9999,116.5697,Europe,Glasgow,United Kingdom,1008,180.12,0.3,150.1,-0.2147,4,420.28,420.28,-90.24,Western Europe,Glasgow Province,Complete,Filing Cabinet,150.1,Same Day
Debit,3,3,-40.64,6502.54,Delivered,0,7,Automotive,Palermo,Italy,Richard,1185,Nelson,Home Office,Palermo State,130 Pine St,44116,70,Auto Parts,31.5249,-97.0461,Europe,Madrid,Spain,1185,115.85,0.25,51.49,-0.1169,9,347.56,347.56,-40.64,Northern Europe,Madrid Province,Closed,Tire Inflator,51.49,Second Class
Transfer,6,5,7.09,7511.88,Shipped,0,7,Automotive,Bogotá,Colombia,Anthony,1333,Wright,Corporate,Bogotá State,879 Pine St,23624,70,Auto Parts,-33.3247,164.2594,LATAM,Antofagasta,Chile,1333,31.72,0.15,42.3,0.0394,5,179.78,179.78,7.09,Central America,Antofagasta Province,Closed,Car Vacuum,42.3,Standard Class
Credit,5,5,34.5,7965.77,Delivered,0,10,Garden & Tools,Chennai,India,Maria,1150,Thomas,Home Office,Chennai State,85 Pine St,70521,100,Hardware,-1.2512,-150.6574,Pacific Asia,Daejeon,South Korea,1150,0.0,0.0,41.29,0.2089,4,165.16,165.16,34.5,South Asia,Daejeon Province,Complete,Garden Hose 50ft,41.29,Standard Class
Transfer,2,1,-6.8,915.53,Delivered,1,9,Toys & Games,Mexico City,Mexico,John,1427,Thomas,Home Office,Mexico City State,997 Pine St,81786,90,Toys,7.8581,68.7127,LATAM,Salvador,Brazil,1427,15.21,0.2,76.07,-0.1117,1,60.86,60.86,-6.8,South America,Salvador Province,Complete,RC Car,76.07,Same Day
Debit,1,1,20.59,6038.66,Shipped,0,7,Automotive,Adelaide,Australia,Nancy,1098,Martin,Consumer,Adelaide State,467 Cedar St,73483,70,Auto Parts,-15.1339,17.6519,Pacific Asia,Tokyo,Japan,1098,0.0,0.0,70.5,0.2921,1,70.5,70.5,20.59,East Asia,Tokyo Province,Complete,Jump Starter Kit,70.5,Same Day
Transfer,1,1,151.94,4083.6,Delivered,0,7,Automotive,Takoradi,Ghana,Barbara,1022,Hill,Corporate,Takoradi State,836 Elm St,34957,70,Auto Parts,-47.7376,54.0541,Africa,Accra,Ghana,1022,0.0,0.0,48.69,0.3467,9,438.21,438.21,151.94,South Africa,Accra Province,Closed,Tire Inflator,48.69,Same Day
Transfer,4,5,68.86,1381.87,Delivered,0,9,Toys & Games,New York,United States,Sandra,1012,Brown,Consumer,New York State,652 Oak St,99192,90,Toys,-5.1192,-148.4006,USCA,Calgary,Canada,1012,24.99,0.05,99.96,0.145,5,474.81,474.81,68.86,North America,Calgary Province,Closed,Educational Tablet,99.96,Standard Class
Credit,1,1,-6.87,6351.29,Delivered,0,7,Automotive,Toronto,Canada,Sarah,1456,Garcia,Home Office,Toronto State,235 Oak St,61248,70,Auto Parts,43.5802,118.8189,USCA,Phoenix,United States,1456,84.35,0.2,46.86,-0.0204,9,337.39,337.39,-6.87,North America,Phoenix Province,Complete,Tire Inflator,46.86,Same Day
Credit,2,1,-152.22,5812.09,Delivered,0,5,Home & Kitchen,Kisumu,Kenya,Sandra,1070,Davis,Consumer,Kisumu State,295 Elm St,41963,50,Home,37.5619,23.7489,Africa,Pretoria,South Africa,1070,208.59,0.25,139.06,-0.2432,6,625.77,625.77,-152.22,West Africa,Pretoria Province,Complete,Instant Pot,139.06,Same Day
Transfer,2,1,-39.69,2191.14,Shipped,0,3,Apparel,Mexico City,Mexico,Thomas,1095,Brown,Home Office,Mexico City State,862 Oak St,75323,30,Fashion,61.2449,-70.7671,LATAM,São Paulo,Brazil,1095,91.88,0.25,45.94,-0.144,8,275.64,275.64,-39.69,Central America,São Paulo Province,Complete,Formal Shirt,45.94,Same Day
Debit,6,5,34.65,1979.32,Shipped,0,6,Health & Beauty,Concepción,Chile,Richard,1474,Nelson,Consumer,Concepción State,538 Elm St,56255,60,Health,46.2408,-52.689,LATAM,Cartagena,Colombia,1474,16.28,0.1,54.25,0.2366,3,146.47,146.47,34.65,South America,Cartagena Province,Complete,Electric Toothbrush,54.25,Standard Class
Credit,4,2,-64.11,4097.14,Delivered,1,5,Home & Kitchen,Giza,Egypt,Charles,1394,Taylor,Consumer,Giza State,870 Cedar St,33741,50,Home,-21.8081,-9.9345,Africa,Accra,Ghana,1394,155.18,0.2,110.84,-0.1033,7,620.7,620.7,-64.11,South Africa,Accra Province,Complete,Air Fryer,110.84,First Class
Transfer,6,5,-46.6,914.21,On Hold,1,3,Apparel,Marseille,France,Jennifer,1004,Williams,Corporate,Marseille State,109 Pine St,55082,30,Fashion,18.4844,104.4236,Europe,Madrid,Spain,1004,110.36,0.25,63.06,-0.1408,7,331.06,331.06,-46.6,Southern Europe,Madrid Province,Complete,Casual Sneakers,63.06,Standard Class
Credit,1,1,-112.66,759.43,Delivered,0,4,Sporting Goods,Busan,South Korea,Betty,1588,Wright,Consumer,Busan State,785 Oak St,18668,40,Sports,-36.9798,154.5977,Pacific Asia,Shanghai,China,1588,207.83,0.25,138.55,-0.1807,6,623.48,623.48,-112.66,Oceania,Shanghai Province,Complete,Dumbbells Set,138.55,Same Day
Transfer,2,3,-77.16,6111.51,Delivered,0,9,Toys & Games,Houston,United States,Barbara,1059,Wilson,Corporate,Houston State,507 Main St,60968,90,Toys,-16.3032,60.9082,USCA,Chicago,United States,1059,135.1,0.3,90.07,-0.2448,5,315.24,315.24,-77.16,North America,Chicago Province,Complete,RC Car,90.07,Second Class
Debit,1,2,25.77,6365.18,Delivered,0,7,Automotive,Córdoba,Argentina,James,1539,Johnson,Home Office,Córdoba State,812 Elm St,88146,70,Auto Parts,-39.851,92.071,LATAM,Fortaleza,Brazil,1539,0.0,0.0,28.52,0.3012,3,85.56,85.56,25.77,South America,Fortaleza Province,Complete,Car Phone Mount,28.52,First Class
Credit,4,3,-2.55,3850.7,On Hold,0,9,Toys & Games,Houston,United States,Matthew,1212,Miller,Corporate,Houston State,523 Cedar St,71814,90,Toys,53.4663,80.1847,USCA,Calgary,Canada,1212,5.65,0.25,22.61,-0.1504,1,16.96,16.96,-2.55,North America,Calgary Province,Pending,Puzzle 1000pc,22.61,Second Class
Debit,1,2,5.92,6005.25,Shipped,0,6,Health & Beauty,Guangzhou,China,Nancy,1760,Green,Corporate,Guangzhou State,591 Cedar St,65203,60,Health,-25.3395,66.6259,Pacific Asia,Chennai,India,1760,12.71,0.15,42.35,0.0822,2,72.0,72.0,5.92,South Asia,Chennai Province,Complete,Protein Powder 2lb,42.35,First Class
Credit,6,5,22.83,7355.63,Delivered,0,8,Books,Naples,Italy,Susan,1269,Brown,Consumer,Naples State,15 Pine St,68292,80,Media,-13.2107,-78.2794,Europe,Birmingham,United Kingdom,1269,0.0,0.0,23.01,0.248,4,92.04,92.04,22.83,Northern Europe,Birmingham Province,Complete,Leadership 101,23.01,Standard Class
Credit,7,5,56.29,4317.7,Shipped,1,6,Health & Beauty,Guadalajara,Mexico,Thomas,1637,Moore,Corporate,Guadalajara State,409 Cedar St,85750,60,Health,-1.8692,-100.075,LATAM,Monterrey,Mexico,1637,9.53,0.05,63.52,0.311,3,181.03,181.03,56.29,Central America,Monterrey Province,Complete,Electric Toothbrush,63.52,Standard Class
Debit,6,5,1.18,5318.6,Delivered,0,2,Technology,Shenzhen,China,Matthew,1217,Williams,Corporate,Shenzhen State,956 Elm St,95979,20,Electronics,-26.6623,-7.1131,Pacific Asia,Shanghai,China,1217,5.31,0.1,53.1,0.0248,1,47.79,47.79,1.18,Oceania,Shanghai Province,Complete,Wireless Mouse,53.1,Standard Class
Debit,6,5,-66.22,795.97,Delivered,0,8,Books,Houston,United States,Matthew,1212,Miller,Corporate,Houston State,523 Cedar St,71814,80,Media,53.4663,80.1847,USCA,Vancouver,Canada,1212,96.68,0.25,48.34,-0.2283,8,290.04,290.04,-66.22,North America,Vancouver Province,Complete,Data Science Handbook,48.34,Standard Class
Transfer,2,3,42.17,6482.33,Delivered,0,2,Technology,Toulouse,France,Mark,1529,Jackson,Consumer,Toulouse State,279 Main St,65343,20,Electronics,21.292,5.6474,Europe,Hamburg,Germany,1529,115.0,0.1,1150.05,0.0407,1,1035.05,1035.05,42.17,Northern Europe,Hamburg Province,On Hold,Laptop 15in,1150.05,Second Class
Credit,3,3,-28.98,2042.52,Processing,0,2,Technology,Daejeon,South Korea,Karen,1576,Williams,Consumer,Daejeon State,213 Cedar St,70029,20,Electronics,12.8894,72.2395,Pacific Asia,Sydney,Australia,1576,36.62,0.25,146.46,-0.2638,1,109.84,109.84,-28.98,South Asia,Sydney Province,Complete,Mechanical Keyboard,146.46,Second Class
Credit,6,5,14.01,4101.91,Processing,0,9,Toys & Games,Port Elizabeth,South Africa,Susan,1184,Jackson,Corporate,Port Elizabeth State,675 Pine St,42717,90,Toys,64.8676,-161.1895,Africa,Luxor,Egypt,1184,17.19,0.1,28.65,0.0905,6,154.71,154.71,14.01,East Africa,Luxor Province,Pending,Puzzle 1000pc,28.65,Standard Class
Debit,4,2,40.23,4211.34,Delivered,1,7,Automotive,Nakuru,Kenya,Linda,1507,Nguyen,Home Office,Nakuru State,296 Elm St,39110,70,Auto Parts,37.522,-126.3964,Africa,Takoradi,Ghana,1507,10.16,0.05,40.65,0.2084,5,193.09,193.09,40.23,East Africa,Takoradi Province,On Hold,Car Vacuum,40.65,First Class
Credit,1,1,36.55,906.98,Delivered,0,10,Garden & Tools,Valparaíso,Chile,Michael,1703,Anderson,Consumer,Valparaíso State,562 Main St,95070,100,Hardware,2.2042,149.3103,LATAM,Cartagena,Colombia,1703,0.0,0.0,49.19,0.2477,3,147.57,147.57,36.55,South America,Cartagena Province,Complete,Garden Hose 50ft,49.19,Same Day
Debit,9,5,27.79,4293.53,Delivered,1,7,Automotive,Ibadan,Nigeria,Thomas,1591,Flores,Consumer,Ibadan State,908 Oak St,77987,70,Auto Parts,9.923,164.5024,Africa,Suez,Egypt,1591,28.32,0.1,40.46,0.109,7,254.9,254.9,27.79,South Africa,Suez Province,Closed,Car Vacuum,40.46,Standard Class
Debit,2,2,8.74,5284.96,Delivered,0,5,Home & Kitchen,Nakuru,Kenya,Donald,1799,Garcia,Corporate,Nakuru State,764 Elm St,29826,50,Home,12.2377,143.77,Africa,Luxor,Egypt,1799,102.56,0.15,75.97,0.015,9,581.17,581.17,8.74,West Africa,Luxor Province,Complete,Coffee Maker,75.97,First Class
Credit,9,5,-13.19,7628.12,Delivered,1,7,Automotive,Alexandria,Egypt,Sandra,1224,Thompson,Corporate,Alexandria State,289 Oak St,24764,70,Auto Parts,-17.0111,78.5805,Africa,Suez,Egypt,1224,25.77,0.3,85.9,-0.2193,1,60.13,60.13,-13.19,West Africa,Suez Province,On Hold,Dash Cam HD,85.9,Standard Class
Debit,1,2,-29.78,2203.32,Shipped,0,5,Home & Kitchen,Rosario,Argentina,Daniel,1399,Garcia,Corporate,Rosario State,659 Main St,10617,50,Home,-1.2331,-98.81,LATAM,Buenos Aires,Argentina,1399,81.94,0.15,54.63,-0.0641,10,464.36,464.36,-29.78,South America,Buenos Aires Province,Complete,Knife Set,54.63,First Class
Transfer,2,1,-16.54,378.53,Delivered,0,3,Apparel,Buenos Aires,Argentina,David,1675,Hill,Home Office,Buenos Aires State,693 Cedar St,70079,30,Fashion,62.2117,125.868,LATAM,Guadalajara,Mexico,1675,226.94,0.2,113.47,-0.0182,10,907.76,907.76,-16.54,Central America,Guadalajara Province,Complete,Women's Blazer,113.47,Same Day
Credit,3,2,-9.9,2416.92,Shipped,0,5,Home & Kitchen,Frankfurt,Germany,Ashley,1220,Garcia,Corporate,Frankfurt State,678 Elm St,72580,50,Home,24.57,87.0098,Europe,Madrid,Spain,1220,93.96,0.15,69.6,-0.0186,9,532.44,532.44,-9.9,Southern Europe,Madrid Province,Complete,Blender Pro,69.6,First Class
